ID,recipient_name,recipient_location_name,address_line1,address_line2,city,status,org_size,open_from,open_to,days_of_week,food_accepted
136,Goodwill Plaza,Sheradan,612 Hillsboro St,,Pittsburgh,,80,9:00:00,16:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
137,Gospel Tabernacle Church,Gospel Tabernacle,623 S Main Street,,Pittsburgh,,15,9:00:00,17:00:00,2,"produce, meat, dairy; non-perishables; ready to eat"
138,HACP,Allegheny Dwellings,1710 Belleau Dr,,Pittsburgh,,400,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
139,HACP,Arlington Heights,3047 Arlington Ave,,Pittsburgh,,400,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
14,ACHA,Harry S. Truman (duquesne),25 N 2nd St,,Duquesne,,70,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
141,HACP,Caliguiri Plaza,803 E. Warrington Avenue,,Pittsburgh,,150,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
142,HACP,Carrick Regency,2129 Brownsville Rd,,Pittsburgh,,75,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
143,HACP,Family Investment Center,10 Albertice st,,Pittsburgh,,360,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
144,HACP,Finello Pavilion,3206 Niagara St,,Pittsburgh,,70,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
145,HACP,Glen Hazel,945 Roselle Ct,,Pittsburgh,,300,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
146,HACP,Gualtieri Manor,2125 Los Angeles Ave,,Pittsburgh,,42,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
147,HACP,Homewood North,10 Albertice Street,,Pittsburgh,,360,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
149,HACP,Mazza Pavilion,920 Brookline Boulevard,,Pittsburgh,,35,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
15,ACHA,Hawkins Village,7-F Hawkins Village,Kenmawr Ave,Rankin,,500,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
150,HACP,Morse Gardens,2416 Sarah St,,Pittsburgh,,80,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
151,HACP,Murray Towers,2825 Murray Ave,,Pittsburgh,,75,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
152,HACP,Northview Heights Family,533 Mt Pleasant Rd,,Pittsburgh,,1200,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
153,HACP,Northview Heights High Rise,533 Mt Pleasant Rd,,Pittsburgh,,1200,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
154,HACP,Pennsylvania Bidwell,1014 Sheffield St,,Pittsburgh,,130,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
155,HACP,Pressley Street,601 Pressley St,,Pittsburgh,,250,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
157,Helen S Faison Arts Academy,Helen S Faison Arts Academy,7430 Tioga Street,,Pittsburgh,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; bread"
158,Henry Kaufman,,2201 Salisbury St,,Pittsburgh,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; bread"
159,Homestead House,Homestead,1800 West Street,,Homestead,,100,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
16,ACHA,Hayes Manor,205 Locust Street,,McKees Rocks,,380,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
16,ACHA,Hayes Manor,205 Locust Street,,McKees Rocks,,380,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
16,ACHA,Hayes Manor,205 Locust Street,,McKees Rocks,,380,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
16,ACHA,Hayes Manor,205 Locust Street,,McKees Rocks,,380,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
160,Homewood Children's Village,Homewood,801 N Homewood Avenue,,Pittsburgh,,50,9:00:00,17:00:00,12345,prepared food (food service)
164,Hot Metal Bridge Community,South Side,2700 Jane St,,Pittsburgh,,50,10:00:00,18:00:00,12345,"produce, meat, dairy; prepared food (food service); ready to eat; bread"
168,JC Hairston,East Liberty,6556 Shetland Avenue,,Pittsburgh,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; ready to eat"
169,Jeremiah's Place,Larimar,6435 Frankstown Ave.,,Pittsburgh,,8,0:00:00,23:59:59,12345,"produce, meat, dairy; non-perishables; ready to eat"
17,ACHA,Homestead Apartments,411 E. Eighth Avenue,,Homestead,,120,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
17,ACHA,Homestead Apartments,411 E. Eighth Avenue,,Homestead,,120,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
172,Jubilee Kitchen,Hill District,2005 Wyandotte St,,Pittsburgh,,125,8:30:00,11:30:00,67,"produce, meat, dairy; bread"
172,Jubilee Kitchen,Hill District,2005 Wyandotte St,,Pittsburgh,,125,8:30:00,12:30:00,12345,"produce, meat, dairy; bread"
173,Judah Ministries,Mckeesport,525 Market Street,,Mckeesport,,80,9:00:00,16:00:00,12345,"produce, meat, dairy; prepared food (food service); ready to eat"
175,Kiesel Christian Kitchen,,218 Fifth Ave,,McKeesport,,50,9:00:00,17:00:00,12345,"produce, bread"
176,Kingsley Association,East Liberty,6435 Frankstown Ave,,Pittsburgh,,15,9:00:00,16:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
177,Knead Community Cafe,New Kensington,1011 Barnes St,,New Kensington,,30,11:00:00,14:00:00,2345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat"
177,Knead Community Cafe,New Kensington,1011 Barnes St,,New Kensington,,30,8:00:00,14:00:00,6,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat"
178,Lawrenceville United,Lawrenceville,118 52nd Street,Suite 2026,Pittsburgh,,100,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
18,ACHA,Jefferson Manor,201 Jefferson Road,,Penn Hills,,120,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
18,ACHA,Jefferson Manor,201 Jefferson Road,,Penn Hills,,120,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
180,Liberty Elementary,,601 Filbert Street,,Pittsburgh,,50,7:30:00,11:00:00,5,non-perishables; produce
181,Life Span,Homestead,314 E 8th Ave,,Homestead,,125,9:00:00,16:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
182,Life Span,Imperial,540 Penn Lincoln Dr,,Imperial,,125,9:00:00,16:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
186,Lighthouse Ministries,,1611 5th Ave,,Arnold,,60,9:00:00,17:00:00,12345,"produce, meat, dairy; bread"
187,Lincoln Park Community Center,,7300 Ridgeview Ave,,Penn Hills,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; bread"
188,Linden Elementary,,725 S Linden Ave,,Pittsburgh,,90,7:30:00,11:00:00,5,"bread, non-perishables"
189,Lower Valley Cooperative Ministries,,325 School St,,Springdale,,300,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; bread"
19,ACHA,John Fraser Hall,500 Hunter Street,,Turtle Creek,,80,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
19,ACHA,John Fraser Hall,500 Hunter Street,,Turtle Creek,,80,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
190,Lutheran Senior Life,Center at the Mall,284 Beaver Valley Mall,,Monaca,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; bread"
193,Matilda Theiss Health Center,Oakland,373 Burrows Street,,Pittsburgh,,55,8:00:00,15:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
196,Meals on Wheels,Bethel St. Clair,2999 Bethel Church Rd,,Bethel Park,,35,7:00:00,12:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
197,Meals on Wheels,Castle Shannon,935 Pine Ave,,Pittsburgh,,35,7:00:00,12:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
198,Meals on Wheels,Mckeesport,1406 Cornell St,,Mckeesport,,90,7:00:00,12:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
199,Meals on Wheels,Peters Township,3909 Washington Road,Suite 201,McMurray,,150,7:00:00,13:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
20,ACHA,Mapleview Terrace,Mapleview Drive,,Braddock,,75,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
200,Meals on Wheels,South Park,6810 Hilldale Dr,,Pittsburgh,,65,7:00:00,14:00:00,12,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
201,Meals on Wheels,Southwest Meals on Wheels,601 McMillan Ave,,Bridgeville,,100,7:00:00,12:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
202,Meals on Wheels,St. James/ Sewickley,28 Pittsburgh St.,,Pittsburgh,,62,7:00:00,12:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
204,Meals on Wheels,Vandergrift,167 Lincoln St,,Vandergrift,,65,6:00:00,10:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
205,Meals on Wheels,West Hills,1205 Ridge Ave,,Coraopolis,,50,7:00:00,12:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
207,Mercy Community Health,Generations,700 Wood St,,Wilkinsburg,,25,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
208,Mercy Community Health,Homeless Services,229 S 9th St,,pittsburgh,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; ready to eat, other, non-food"
209,Mercy Community Health,Trail lanes,239 South Ninth St,,Pittsburgh,,25,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; ready to eat, other, non-food"
21,ACHA,Millvue Acres,Marion Circle,,Clairton,,200,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
21,ACHA,Millvue Acres,Marion Circle,,Clairton,,200,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
21,ACHA,Millvue Acres,Marion Circle,,Clairton,,200,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
211,Mooncrest Community Center,,308 Hemlock Dr,,Moon,,45,8:30:00,15:00:00,12345,"produce, meat, dairy; prepared food (food service); bread"
212,Moorehead Towers,Hill District,375 N Craig St,,Pittsburgh,,200,9:00:00,14:00:00,12345,"produce, meat, dairy; prepared food (food service); ready to eat"
213,Morningside Cogic Food Pantry,,5173 Dearborn St,,Pittsburgh,,75,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; ready to eat, other, non-food"
214,Mt. Ararat Church,,745 N. Negley Ave.,,Pittsburgh,,80,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; bread"
217,Network of Hope,Alison Park Church,2326 Duncan Ave,,Allison Park,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; bread"
218,New Life Fellowship,,541 Chicora St,,East McKeesport,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; bread"
219,North Hills Community Outreach,Alllison Park,1975 Ferguson Rd,,Allison Park,,200,9:00:00,16:00:00,12345,"produce, meat, dairy; non-perishables; bread"
22,ACHA,Negley Gardens,804 Creek Street,Apt.D,Tarentum,,65,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
22,ACHA,Negley Gardens,804 Creek Street,Apt.D,Tarentum,,65,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
220,North Hills Community Outreach,Bellevue,100 S Jackson Ave,,Pittsburgh,,100,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; ready to eat; bread"
221,Northern Area Multiservice Center,Nativity Lutheran Church,4517 Mt Royal Blvd,,Allison Park,,40,8:30:00,16:00:00,12345,"produce, meat, dairy; non-perishables; ready to eat, other, non-food"
222,Northern Area Multiservice Center,Sharpsburg,209 13th Street,,Pittsburgh,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
223,Northside Common Ministries,,1601 Brighton Rd,,Pittsburgh,,50,8:00:00,14:00:00,1234,"produce, meat, dairy; non-perishables; bread"
223,Northside Common Ministries,,1601 Brighton Rd,,Pittsburgh,,50,8:00:00,10:00:00,5,"produce, meat, dairy; non-perishables; bread"
224,Northway Christian Church,Wexford,12121 Perry Hwy,,Wexford,,300,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; bread, other, non-food"
226,Operation Safety Net,Generations,700 Wood St.,,Wilkinsburg,,25,0:00:00,23:59:59,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
227,Our Lady of Grace,Food Pantry,310 Kane Blvd,,Pittsburgh,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables;  bread, other, non-food"
228,Outreached Arms,Downtown Pittsburgh,320 Oliver Ave,,Pittsburgh,,200,8:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
229,PRYSE,West End,327 S Main St.,,Pittsburgh,,40,9:00:00,16:00:00,12345,"produce, meat, dairy; ready to eat; bread"
23,ACHA,Ohio View,250 Jefferson Drive,,McKees Rocks,,75,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
23,ACHA,Ohio View,250 Jefferson Drive,,McKees Rocks,,75,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
231,Persad Center,,5301 Butler St #100,,Pittsburgh,,25,9:00:00,21:00:00,1234," non-perishables;  ready to eat; bread, other, non-food"
232,Petra Ministries,Penn Hills,235 Eastgate Dr,,Pittsburgh,,200,9:00:00,17:00:00,1234567,"produce, meat, dairy; non-perishables; bread"
233,Pitt Pantry,Oakland,4001 Fifth Avenue,,Pittsburgh,,20,8:30:00,17:00:00,12345,"produce, meat, dairy; non-perishables;  ready to eat; bread, other, non-food"
234,Pittsburgh AIDS Task Force,East Liberty,"5913 Penn Ave,",,Pittsburgh,,50,9:00:00,16:30:00,1245,"produce, meat, dairy; non-perishables"
234,Pittsburgh AIDS Task Force,East Liberty,"5913 Penn Ave,",,Pittsburgh,,50,12:00:00,15:30:30,7,"produce, meat, dairy; non-perishables"
234,Pittsburgh AIDS Task Force,East Liberty,"5913 Penn Ave,",,Pittsburgh,,50,9:00:00,18:30:00,3,"produce, meat, dairy; non-perishables"
235,Pittsburgh Gospel Tabernacle,Sister Mary Ellen,3603 Centralia Street,,Pittsburgh,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; bread"
236,Pittsburgh Gospel Tabernacle Church,,623 S. Main St.,,Pittsburgh,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; bread"
237,Pittsburgh Montessori,,201 S Graham St,,Pittsburgh,,30,7:30:00,11:00:00,5,"non-perishable, produce, bread"
239,Pleasant Valley Shelter,,1601 Brighton Rd,,Pittsburgh,,300,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
24,ACHA,Orchard Park,1001 Ridge St,,Duquesne,,152,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
24,ACHA,Orchard Park,1001 Ridge St,,Duquesne,,152,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
240,Plum Food Pantry,,81 Sandune Drive,,Pittsburgh,,50,9:00:00,17:00:00,12345,"produce, meat, dairy;  non-perishables, bread, other, non-food"
242,Presbyterian Senior Care,Green Diamond Place,379 Mellon Ave,,Baden,,50,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; ready to eat; bread"
243,Presbyterian Senior Care,Metowers,1001 New Brighton Rd,,Avalon,,100,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
244,Presbyterian Senior Care,Mt Nazareth Commons,250 Nazareth Way,,Pittsburgh,,100,0:00:00,23:59:59,1234567,"produce, meat, dairy; prepared food (food service); bread"
245,Presbyterian Senior Care,Sunbury Fields Apartments,104 Sunbury Fields Lane,(third building),Butler,,100,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; ready to eat; bread"
246,Presbyterian Senior Care,Sweet Briar Place,211 Sweet Briar Place,,Pittsburgh,,100,0:00:00,23:59:59,1234567,"produce, meat, dairy; prepared food (food service); bread"
247,Presbyterian Senior Care,York Commons,4003 Penn Avenue,,Pittsburgh,,100,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread"
248,Prince Of Peace Parish Pantry,,81 S 13th St,,Pittsburgh,,50,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; bread"
249,Providence Connections,,3113 Brighton Road,,Pittsburgh,,25,9:00:00,17:00:00,12345,prepared food (food service); ready to eat
25,ACHA,Philip K Burntner Apartments,5th & Main Streets,,Tarentum,,60,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
250,RACW,Canon House,121 N. Central Ave.,,Canonsburg,,100,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; ready to eat; bread, non-food, other"
251,RACW,Liberty Tower,520 Liberty St,,California,,100,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; ready to eat; bread, non-food, other"
252,Rainbow Kitchen,Homestead,135 E 9th Ave,,Homestead,,150,8:00:00,15:00:00,12345,"produce, meat, dairy; prepared food (food service); ready to eat; bread"
253,Rankin Christian Center,Rankin,230 3rd Street,,Rankin,,1500,8:00:00,17:00:00,12345,"produce, meat, dairy; bread"
255,Ridgewood Church Food Pantry,,332 Center Ave,,West View,,100,8:00:00,17:00:00,123456,"produce, meat, dairy; non-perishables; bread"
256,Riverview Towers,Squirrel Hill,52 Garetta St,,Pittsburgh,,230,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; bread, ready to eat"
258,Roots of Faith,Sharpsburg,800 Main St,,Sharpsburg,,100,9:00:00,17:00:00,34,"produce, meat, dairy; bread"
259,Rosedale Food Pantry,,5501 3rd St,,Verona,,100,9:00:00,17:00:00,1234567,"produce, meat, dairy; non-perishables"
26,ACHA,Pleasant Ridge,251 Jefferson Drive,,McKees Rocks,,300,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
26,ACHA,Pleasant Ridge,251 Jefferson Drive,,McKees Rocks,,300,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
261,Salvation Army,Adult Rehab Center,44 South 9th Street,,Pittsburgh,,200,9:00:00,16:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
262,Salvation Army,Aliquippa,514 Franklin Ave,,Aliquippa,,200,9:00:00,16:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
263,Salvation Army,Beaver Falls,721 13th St,,Beaver Falls,,200,9:00:00,16:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
